Feature,Category / Metric,Overall Sample,Target (Y) Subgroup,Statistics
num__fe_영업이익_매출,Mean ± SD,0.00 ± 1.00,-,"$r$=-0.26, $p$<0.001"
num__EBITDA대매출액,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.24, $p$<0.001"
num__총자본순이익율,Mean ± SD,0.00 ± 1.00,-,"$r$=-0.20, $p$<0.001"
num__자기자본순이익율,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.19, $p$<0.001"
num__EBITDA대매출액__lag1,Mean ± SD,0.01 ± 0.99,-,"$r$=-0.16, $p$<0.001"
num__EBITDA대매출액__diff1,Mean ± SD,-0.02 ± 0.51,-,"$r$=-0.14, $p$<0.001"
num__매출액순이익율,Mean ± SD,-0.00 ± 0.99,-,"$r$=-0.13, $p$<0.001"
num__매출액총이익율,Mean ± SD,0.00 ± 1.00,-,"$r$=-0.12, $p$<0.001"
num__fe_판관비율__diff1,Mean ± SD,0.01 ± 0.23,-,"$r$=0.09, $p$<0.001"
num__fe_부채_자산,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.09, $p$<0.001"
num__부채비율,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.09, $p$<0.001"
num__fe_영업현금흐름_자산,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.09, $p$<0.001"
cat__Scope2사업장간접자료출처_Value derived from data provided in CDP,0.0,"5,256 (95.56%)",-0.00 ± 0.06,"$T$=0.46, $p$=0.65"
cat__Scope2사업장간접자료출처_Value derived from data provided in CDP,1.0,244 (4.44%),-0.00 ± 0.06,
cat__주식업종_KGS06P.비금속광물,0.0,"5,421 (98.56%)",-0.00 ± 0.06,"$T$=-0.46, $p$=0.65"
cat__주식업종_KGS06P.비금속광물,1.0,79 (1.44%),-0.00 ± 0.03,
cat__KSIC중분류_11차_D35000.전기_ 가스_ 증기 및 공기 조절 공급업,0.0,"5,438 (98.87%)",-0.00 ± 0.06,"$T$=-0.45, $p$=0.65"
cat__KSIC중분류_11차_D35000.전기_ 가스_ 증기 및 공기 조절 공급업,1.0,62 (1.13%),0.00 ± 0.08,
cat__KSIC대분류_11차_D00000.전기_ 가스_ 증기 및 공기 조절 공급업(35),0.0,"5,438 (98.87%)",-0.00 ± 0.06,"$T$=-0.45, $p$=0.65"
cat__KSIC대분류_11차_D00000.전기_ 가스_ 증기 및 공기 조절 공급업(35),1.0,62 (1.13%),0.00 ± 0.08,
cat__주식업종_KGS20P.전기가스업,0.0,"5,438 (98.87%)",-0.00 ± 0.06,"$T$=-0.45, $p$=0.65"
cat__주식업종_KGS20P.전기가스업,1.0,62 (1.13%),0.00 ± 0.08,
missing__missingindicator_영업이익이자보상비율,0.0,"5,340 (97.09%)",-0.00 ± 0.06,"$T$=-0.44, $p$=0.66"
missing__missingindicator_영업이익이자보상비율,1.0,160 (2.91%),0.00 ± 0.07,
missing__missingindicator_EBITDA대금융비용,0.0,"5,340 (97.09%)",-0.00 ± 0.06,"$T$=-0.44, $p$=0.66"
missing__missingindicator_EBITDA대금융비용,1.0,160 (2.91%),0.00 ± 0.07,
cat__Trucost산업_Household Durables,0.0,"5,410 (98.36%)",-0.00 ± 0.06,"$T$=-0.44, $p$=0.66"
cat__Trucost산업_Household Durables,1.0,90 (1.64%),0.00 ± 0.05,
cat__주식업종_QGS18P.의료·정밀기기,0.0,"5,338 (97.05%)",-0.00 ± 0.06,"$T$=0.44, $p$=0.66"
cat__주식업종_QGS18P.의료·정밀기기,1.0,162 (2.95%),-0.00 ± 0.08,
cat__NICS산업분류_N30302.개인용품,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=0.44, $p$=0.66"
cat__NICS산업분류_N30302.개인용품,1.0,72 (1.31%),-0.00 ± 0.06,
cat__KSIC중분류_11차_C27000.의료_ 정밀_ 광학 기기 및 시계 제조업,0.0,"5,320 (96.73%)",-0.00 ± 0.06,"$T$=0.43, $p$=0.66"
cat__KSIC중분류_11차_C27000.의료_ 정밀_ 광학 기기 및 시계 제조업,1.0,180 (3.27%),-0.00 ± 0.08,
cat__KSIC소분류_11차_C23300.시멘트_ 석회_ 플라스터 및 그 제품 제조업,0.0,"5,439 (98.89%)",-0.00 ± 0.06,"$T$=-0.42, $p$=0.67"
cat__KSIC소분류_11차_C23300.시멘트_ 석회_ 플라스터 및 그 제품 제조업,1.0,61 (1.11%),0.00 ± 0.04,
cat__KSIC소분류_11차_C20400.기타 화학제품 제조업,0.0,"5,275 (95.91%)",-0.00 ± 0.06,"$T$=-0.42, $p$=0.68"
cat__KSIC소분류_11차_C20400.기타 화학제품 제조업,1.0,225 (4.09%),-0.00 ± 0.05,
cat__KSIC세분류_11차_C20110.기초 유기화학 물질 제조업,0.0,"5,393 (98.05%)",-0.00 ± 0.06,"$T$=0.42, $p$=0.68"
cat__KSIC세분류_11차_C20110.기초 유기화학 물질 제조업,1.0,107 (1.95%),-0.00 ± 0.04,
num__기말시가총액,Mean ± SD,-0.00 ± 1.00,-,"$r$=-0.01, $p$=0.68"
num__기말시가총액_보통주우선주,Mean ± SD,-0.00 ± 0.99,-,"$r$=-0.01, $p$=0.68"
cat__KSIC세분류_11차_C27190.기타 의료용 기기 제조업,0.0,"5,401 (98.20%)",-0.00 ± 0.06,"$T$=0.42, $p$=0.68"
cat__KSIC세분류_11차_C27190.기타 의료용 기기 제조업,1.0,99 (1.80%),-0.01 ± 0.08,
cat__KSIC중분류_11차_C24000.1차 금속 제조업,0.0,"5,284 (96.07%)",-0.00 ± 0.06,"$T$=-0.41, $p$=0.68"
cat__KSIC중분류_11차_C24000.1차 금속 제조업,1.0,216 (3.93%),-0.00 ± 0.04,
num__fe_배출권_잠재탄소비용_원__lag1,Mean ± SD,0.01 ± 1.01,-,"$r$=-0.01, $p$=0.69"
num__fe_Scope1_2_tCO2e,Mean ± SD,-0.01 ± 0.94,-,"$r$=0.01, $p$=0.69"
cat__KSIC세분류_11차_Missing,0.0,"5,385 (97.91%)",-0.00 ± 0.06,"$T$=-0.38, $p$=0.70"
cat__KSIC세분류_11차_Missing,1.0,115 (2.09%),-0.00 ± 0.04,
missing__missingindicator_환경등급,0.0,"2,379 (43.25%)",-0.00 ± 0.05,"$T$=0.38, $p$=0.70"
missing__missingindicator_환경등급,1.0,"3,121 (56.75%)",-0.00 ± 0.06,
cat__Scope2사업장간접보고추정구분_산출값,0.0,"4,788 (87.05%)",-0.00 ± 0.06,"$T$=0.38, $p$=0.71"
cat__Scope2사업장간접보고추정구분_산출값,1.0,712 (12.95%),-0.00 ± 0.06,
cat__NICS산업분류_N45201.통신장비,0.0,"5,347 (97.22%)",-0.00 ± 0.06,"$T$=0.38, $p$=0.71"
cat__NICS산업분류_N45201.통신장비,1.0,153 (2.78%),-0.00 ± 0.07,
cat__KSIC소분류_11차_C20200.합성고무 및 플라스틱 물질 제조업,0.0,"5,429 (98.71%)",-0.00 ± 0.06,"$T$=0.37, $p$=0.71"
cat__KSIC소분류_11차_C20200.합성고무 및 플라스틱 물질 제조업,1.0,71 (1.29%),-0.00 ± 0.06,
cat__KSIC세분류_11차_C20200.합성고무 및 플라스틱 물질 제조업,0.0,"5,429 (98.71%)",-0.00 ± 0.06,"$T$=0.37, $p$=0.71"
cat__KSIC세분류_11차_C20200.합성고무 및 플라스틱 물질 제조업,1.0,71 (1.29%),-0.00 ± 0.06,
num__fe_배출권_부족비율,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.00, $p$=0.71"
cat__KSIC중분류_11차_C28000.전기장비 제조업,0.0,"5,305 (96.45%)",-0.00 ± 0.06,"$T$=-0.36, $p$=0.72"
cat__KSIC중분류_11차_C28000.전기장비 제조업,1.0,195 (3.55%),-0.00 ± 0.05,
cat__주식업종_QGS19P.운송장비·부품,0.0,"5,383 (97.87%)",-0.00 ± 0.06,"$T$=0.35, $p$=0.73"
cat__주식업종_QGS19P.운송장비·부품,1.0,117 (2.13%),-0.00 ± 0.07,
cat__Scope2사업장간접자료출처_Value summed up from data provided in Environmental/CSR,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=0.35, $p$=0.73"
cat__Scope2사업장간접자료출처_Value summed up from data provided in Environmental/CSR,1.0,72 (1.31%),-0.00 ± 0.07,
num__fe_배출권_부족비율__lag1,Mean ± SD,0.02 ± 1.03,-,"$r$=-0.00, $p$=0.73"
cat__KSIC중분류_11차_C25000.금속 가공제품 제조업,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-0.35, $p$=0.73"
cat__KSIC중분류_11차_C25000.금속 가공제품 제조업,1.0,72 (1.31%),0.00 ± 0.07,
num__Scope1직접배출량_tCO2e,Mean ± SD,-0.01 ± 0.96,-,"$r$=0.00, $p$=0.74"
cat__Scope2사업장간접자료출처_Exact Value from Environmental/CSR,0.0,"5,440 (98.91%)",-0.00 ± 0.06,"$T$=-0.32, $p$=0.75"
cat__Scope2사업장간접자료출처_Exact Value from Environmental/CSR,1.0,60 (1.09%),0.00 ± 0.08,
cat__NICS산업분류_N45203.전자장비와 기기_ 부품,0.0,"5,186 (94.29%)",-0.00 ± 0.06,"$T$=-0.32, $p$=0.75"
cat__NICS산업분류_N45203.전자장비와 기기_ 부품,1.0,314 (5.71%),-0.00 ± 0.07,
num__Scope2사업장간접배출량_tCO2e,Mean ± SD,-0.01 ± 0.90,-,"$r$=0.00, $p$=0.75"
num__온실가스직접외부비용_백만USD,Mean ± SD,-0.01 ± 0.94,-,"$r$=0.00, $p$=0.76"
cat__KSIC중분류_11차_C20000.화학 물질 및 화학제품 제조업,0.0,"4,968 (90.33%)",-0.00 ± 0.06,"$T$=0.31, $p$=0.76"
cat__KSIC중분류_11차_C20000.화학 물질 및 화학제품 제조업,1.0,532 (9.67%),-0.00 ± 0.05,
num__자본집약도_종업원1인당,Mean ± SD,-0.00 ± 0.99,-,"$r$=0.00, $p$=0.76"
cat__Trucost산업_Entertainment,0.0,"5,275 (95.91%)",-0.00 ± 0.06,"$T$=0.30, $p$=0.77"
cat__Trucost산업_Entertainment,1.0,225 (4.09%),-0.00 ± 0.09,
num__Scope3협력사간접배출량_tCO2e,Mean ± SD,-0.00 ± 0.97,-,"$r$=0.00, $p$=0.77"
num__재고자산계_연결,Mean ± SD,-0.00 ± 0.99,-,"$r$=0.00, $p$=0.78"
cat__NICS산업분류_N15101.화학,0.0,"5,040 (91.64%)",-0.00 ± 0.06,"$T$=0.27, $p$=0.79"
cat__NICS산업분류_N15101.화학,1.0,460 (8.36%),-0.00 ± 0.05,
cat__NICS산업분류_N25401.미디어,0.0,"5,329 (96.89%)",-0.00 ± 0.06,"$T$=-0.27, $p$=0.79"
cat__NICS산업분류_N25401.미디어,1.0,171 (3.11%),-0.00 ± 0.08,
cat__KSIC세분류_11차_C26420.방송 및 무선 통신장비 제조업,0.0,"5,401 (98.20%)",-0.00 ± 0.06,"$T$=-0.27, $p$=0.79"
cat__KSIC세분류_11차_C26420.방송 및 무선 통신장비 제조업,1.0,99 (1.80%),-0.00 ± 0.06,
num__fe_signed_log1p_기부금_원__lag1,Mean ± SD,-0.01 ± 0.84,-,"$r$=0.00, $p$=0.79"
cat__KSIC세분류_11차_C28200.일차전지 및 이차전지 제조업,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-0.26, $p$=0.80"
cat__KSIC세분류_11차_C28200.일차전지 및 이차전지 제조업,1.0,72 (1.31%),-0.00 ± 0.05,
cat__KSIC소분류_11차_C28200.일차전지 및 이차전지 제조업,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-0.26, $p$=0.80"
cat__KSIC소분류_11차_C28200.일차전지 및 이차전지 제조업,1.0,72 (1.31%),-0.00 ± 0.05,
cat__KSIC소분류_11차_C24100.1차 철강 제조업,0.0,"5,347 (97.22%)",-0.00 ± 0.06,"$T$=-0.26, $p$=0.80"
cat__KSIC소분류_11차_C24100.1차 철강 제조업,1.0,153 (2.78%),-0.00 ± 0.04,
num__자본총계_연결,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.00, $p$=0.80"
num__매출대비온실가스직접외부비용비율_pct__lag1,Mean ± SD,-0.02 ± 0.92,-,"$r$=0.00, $p$=0.80"
cat__주식업종_KGS04P.화학,0.0,"4,995 (90.82%)",-0.00 ± 0.06,"$T$=0.23, $p$=0.82"
cat__주식업종_KGS04P.화학,1.0,505 (9.18%),-0.00 ± 0.05,
cat__NICS산업분류_N25201.가정용 내구재,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-0.23, $p$=0.82"
cat__NICS산업분류_N25201.가정용 내구재,1.0,72 (1.31%),-0.00 ± 0.06,
cat__KSIC소분류_11차_C26100.반도체 제조업,0.0,"5,356 (97.38%)",-0.00 ± 0.06,"$T$=-0.21, $p$=0.83"
cat__KSIC소분류_11차_C26100.반도체 제조업,1.0,144 (2.62%),-0.00 ± 0.07,
cat__Scope1자료출처_Value derived from data provided in Environmental/CSR,0.0,"5,258 (95.60%)",-0.00 ± 0.06,"$T$=-0.21, $p$=0.84"
cat__Scope1자료출처_Value derived from data provided in Environmental/CSR,1.0,242 (4.40%),-0.00 ± 0.05,
missing__missingindicator_사회등급,0.0,"2,447 (44.49%)",-0.00 ± 0.05,"$T$=-0.18, $p$=0.86"
missing__missingindicator_사회등급,1.0,"3,053 (55.51%)",-0.00 ± 0.06,
num__fe_signed_log1p_기부금_원,Mean ± SD,0.02 ± 0.86,-,"$r$=0.00, $p$=0.86"
num__fe_Scope1_2_매출집약도__lag1,Mean ± SD,-0.02 ± 0.93,-,"$r$=0.00, $p$=0.86"
cat__KSIC소분류_11차_C28100.전동기_ 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업,0.0,"5,431 (98.75%)",-0.00 ± 0.06,"$T$=-0.17, $p$=0.86"
cat__KSIC소분류_11차_C28100.전동기_ 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업,1.0,69 (1.25%),-0.00 ± 0.05,
num__지배기업소유주지분_연결,Mean ± SD,-0.00 ± 0.99,-,"$r$=0.00, $p$=0.87"
cat__KSIC중분류_11차_C23000.비금속 광물제품 제조업,0.0,"5,385 (97.91%)",-0.00 ± 0.06,"$T$=-0.17, $p$=0.87"
cat__KSIC중분류_11차_C23000.비금속 광물제품 제조업,1.0,115 (2.09%),-0.00 ± 0.04,
cat__KSIC중분류_11차_G47000.소매업,0.0,"5,384 (97.89%)",-0.00 ± 0.06,"$T$=0.17, $p$=0.87"
cat__KSIC중분류_11차_G47000.소매업,1.0,116 (2.11%),-0.00 ± 0.04,
cat__Scope2사업장간접자료출처_Extrapolated from prior year,0.0,"5,332 (96.95%)",-0.00 ± 0.06,"$T$=-0.16, $p$=0.87"
cat__Scope2사업장간접자료출처_Extrapolated from prior year,1.0,168 (3.05%),-0.00 ± 0.05,
cat__Scope2사업장간접보고추정구분_외삽값,0.0,"5,332 (96.95%)",-0.00 ± 0.06,"$T$=-0.16, $p$=0.87"
cat__Scope2사업장간접보고추정구분_외삽값,1.0,168 (3.05%),-0.00 ± 0.05,
cat__Scope1자료출처_Extrapolated from prior year,0.0,"5,322 (96.76%)",-0.00 ± 0.06,"$T$=-0.16, $p$=0.88"
cat__Scope1자료출처_Extrapolated from prior year,1.0,178 (3.24%),-0.00 ± 0.04,
cat__Scope1보고추정구분_외삽값,0.0,"5,322 (96.76%)",-0.00 ± 0.06,"$T$=-0.16, $p$=0.88"
cat__Scope1보고추정구분_외삽값,1.0,178 (3.24%),-0.00 ± 0.04,
num__fe_signed_log1p_기부금_원__diff1,Mean ± SD,0.03 ± 0.55,-,"$r$=-0.00, $p$=0.88"
cat__KSIC소분류_11차_G47100.종합 소매업,0.0,"5,429 (98.71%)",-0.00 ± 0.06,"$T$=-0.15, $p$=0.88"
cat__KSIC소분류_11차_G47100.종합 소매업,1.0,71 (1.29%),-0.00 ± 0.03,
num__매출대비온실가스직접외부비용비율_pct,Mean ± SD,-0.00 ± 0.98,-,"$r$=0.00, $p$=0.88"
num__fe_Scope2_매출집약도,Mean ± SD,-0.00 ± 0.99,-,"$r$=-0.00, $p$=0.89"
cat__KSIC세분류_11차_C26120.다이오드_ 트랜지스터 및 유사 반도체 소자 제조업,0.0,"5,401 (98.20%)",-0.00 ± 0.06,"$T$=-0.14, $p$=0.89"
cat__KSIC세분류_11차_C26120.다이오드_ 트랜지스터 및 유사 반도체 소자 제조업,1.0,99 (1.80%),-0.00 ± 0.08,
num__지배구조등급,-2.396100471181411,243 (4.42%),-0.00 ± 0.06,"$F$=0.28, $p$=0.89"
num__지배구조등급,-1.2795578471453386,583 (10.60%),0.00 ± 0.05,
num__지배구조등급,-0.1630152231092664,"3,308 (60.15%)",-0.00 ± 0.06,
num__지배구조등급,0.9535274009268058,905 (16.45%),-0.00 ± 0.06,
num__지배구조등급,2.070070024962878,461 (8.38%),-0.00 ± 0.05,
cat__KSIC중분류_11차_F42000.전문직별 공사업,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-0.13, $p$=0.90"
cat__KSIC중분류_11차_F42000.전문직별 공사업,1.0,72 (1.31%),-0.00 ± 0.04,
num__fe_시장지배력__lag1,Mean ± SD,0.00 ± 1.01,-,"$r$=0.00, $p$=0.90"
cat__KSIC세분류_11차_C29290.기타 특수 목적용 기계 제조업,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=0.11, $p$=0.91"
cat__KSIC세분류_11차_C29290.기타 특수 목적용 기계 제조업,1.0,72 (1.31%),-0.00 ± 0.06,
num__fe_배출권_총할당량,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.00, $p$=0.91"
cat__주식업종_KGS07P.철강및금속,0.0,"5,320 (96.73%)",-0.00 ± 0.06,"$T$=0.11, $p$=0.91"
cat__주식업종_KGS07P.철강및금속,1.0,180 (3.27%),-0.00 ± 0.04,
cat__주식업종_QGS13P.화학,0.0,"5,302 (96.40%)",-0.00 ± 0.06,"$T$=-0.11, $p$=0.91"
cat__주식업종_QGS13P.화학,1.0,198 (3.60%),-0.00 ± 0.06,
missing__missingindicator_ESG등급,0.0,"2,297 (41.76%)",-0.00 ± 0.06,"$T$=-0.10, $p$=0.92"
missing__missingindicator_ESG등급,1.0,"3,203 (58.24%)",-0.00 ± 0.06,
cat__주식업종_QGS09P.음식료·담배,0.0,"5,420 (98.55%)",-0.00 ± 0.06,"$T$=-0.10, $p$=0.92"
cat__주식업종_QGS09P.음식료·담배,1.0,80 (1.45%),-0.00 ± 0.03,
num__배출권_인증배출량_tCO2eq,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.00, $p$=0.92"
cat__NICS산업분류_N20102.건축 제품,0.0,"5,419 (98.53%)",-0.00 ± 0.06,"$T$=-0.09, $p$=0.93"
cat__NICS산업분류_N20102.건축 제품,1.0,81 (1.47%),-0.00 ± 0.02,
num__fe_Scope1_매출집약도,Mean ± SD,-0.00 ± 0.97,-,"$r$=0.00, $p$=0.93"
cat__NICS산업분류_N45101.인터넷소프트웨어 및 서비스,0.0,"5,437 (98.85%)",-0.00 ± 0.06,"$T$=-0.09, $p$=0.93"
cat__NICS산업분류_N45101.인터넷소프트웨어 및 서비스,1.0,63 (1.15%),-0.00 ± 0.05,
missing__missingindicator_경매_평균가격_원_tCO2eq,0.0,"4,292 (78.04%)",-0.00 ± 0.06,"$T$=-0.08, $p$=0.93"
missing__missingindicator_경매_평균가격_원_tCO2eq,1.0,"1,208 (21.96%)",-0.00 ± 0.05,
cat__Scope1보고추정구분_산출값,0.0,"5,037 (91.58%)",-0.00 ± 0.06,"$T$=-0.08, $p$=0.93"
cat__Scope1보고추정구분_산출값,1.0,463 (8.42%),-0.00 ± 0.05,
num__fe_배출권_조정후할당량,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.00, $p$=0.94"
num__fe_시장지배력,Mean ± SD,0.00 ± 1.00,-,"$r$=-0.00, $p$=0.95"
cat__NICS산업분류_N20106.기계,0.0,"5,223 (94.96%)",-0.00 ± 0.06,"$T$=0.05, $p$=0.96"
cat__NICS산업분류_N20106.기계,1.0,277 (5.04%),-0.00 ± 0.07,
num__배출권_에너지사용량_TJ,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.00, $p$=0.96"
cat__KSIC중분류_11차_J63000.정보서비스업,0.0,"5,437 (98.85%)",-0.00 ± 0.06,"$T$=-0.05, $p$=0.96"
cat__KSIC중분류_11차_J63000.정보서비스업,1.0,63 (1.15%),-0.00 ± 0.05,
cat__KSIC세분류_11차_J58220.시스템ㆍ응용 소프트웨어 개발 및 공급업,0.0,"5,365 (97.55%)",-0.00 ± 0.06,"$T$=-0.05, $p$=0.96"
cat__KSIC세분류_11차_J58220.시스템ㆍ응용 소프트웨어 개발 및 공급업,1.0,135 (2.45%),-0.00 ± 0.06,
cat__Trucost산업_Personal Care Products,0.0,"5,338 (97.05%)",-0.00 ± 0.06,"$T$=-0.05, $p$=0.96"
cat__Trucost산업_Personal Care Products,1.0,162 (2.95%),-0.00 ± 0.06,
num__fe_배출권_확장가용량,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.00, $p$=0.97"
num__fe_Scope1_2_매출집약도,Mean ± SD,-0.00 ± 0.98,-,"$r$=-0.00, $p$=0.97"
cat__KSIC중분류_11차_C31000.기타 운송장비 제조업,0.0,"5,428 (98.69%)",-0.00 ± 0.06,"$T$=-0.04, $p$=0.97"
cat__KSIC중분류_11차_C31000.기타 운송장비 제조업,1.0,72 (1.31%),-0.00 ± 0.10,
cat__KSIC세분류_11차_C20420.세제_ 화장품 및 광택제 제조업,0.0,"5,383 (97.87%)",-0.00 ± 0.06,"$T$=0.04, $p$=0.97"
cat__KSIC세분류_11차_C20420.세제_ 화장품 및 광택제 제조업,1.0,117 (2.13%),-0.00 ± 0.05,
num__fe_배출권_부담,Mean ± SD,0.00 ± 1.00,-,"$r$=-0.00, $p$=0.98"
num__배출권_사전할당량,Mean ± SD,-0.00 ± 1.00,-,"$r$=0.00, $p$=0.98"
cat__Trucost산업_Metals and Mining,0.0,"5,320 (96.73%)",-0.00 ± 0.06,"$T$=-0.02, $p$=0.98"
cat__Trucost산업_Metals and Mining,1.0,180 (3.27%),-0.00 ± 0.04,
num__fe_배출권_부족비율__diff1,Mean ± SD,-0.02 ± 0.33,-,"$r$=-0.00, $p$=0.99"
cat__주식업종_KGS05P.의약품,0.0,"5,266 (95.75%)",-0.00 ± 0.06,"$T$=0.01, $p$=0.99"
cat__주식업종_KGS05P.의약품,1.0,234 (4.25%),-0.00 ± 0.05,
